image_id,mean_red,mean_green,mean_blue,mean_grayscale,std_red,std_green,std_blue,std_grayscale,median_red,median_green,median_blue,median_grayscale,mode_red,mode_green,mode_blue,mode_grayscale,min_red,min_green,min_blue,min_grayscale,max_red,max_green,max_blue,max_grayscale,range_red,range_green,range_blue,range_grayscale,skewness_red,skewness_green,skewness_blue,skewness_grayscale,kurtosis_red,kurtosis_green,kurtosis_blue,kurtosis_grayscale,entropy_red,entropy_green,entropy_blue,entropy_grayscale,quantile_0.25_red,quantile_0.25_green,quantile_0.25_blue,quantile_0.25_grayscale,quantile_0.75_red,quantile_0.75_green,quantile_0.75_blue,quantile_0.75_grayscale,iqr_red,iqr_green,iqr_blue,iqr_grayscale,mean_histogram,std_histogram,median_histogram,mode_histogram,min_histogram,max_histogram,range_histogram,skewness_histogram,kurtosis_histogram,uniformity_histogram,entropy_histogram,R_histogram,contrast_coocurrence_matrix,dissimilarity_coocurrence_matrix,homogeneity_coocurrence_matrix,energy_coocurrence_matrix,correlation_coocurrence_matrix,has_blue_color,label
..\data\train\no_pools\img806.jpg,117.564,136.6832,153.088,135.4156,22.406559396748086,22.388774815965256,19.52988110562888,21.324457241393038,113.0,133.0,151.0,132.0,113.0,131.0,153.0,132.0,14.0,25.0,36.0,27.0,223.0,244.0,251.0,238.0,209.0,219.0,215.0,211.0,2.3887768222397505,2.363246100672065,1.4259067897484443,2.140951270797593,7.823847493403575,7.8656594165742515,7.617937891619757,7.660817514674337,0.7608766200388256,0.7657508917879363,0.7713320886105642,0.7639143932652933,82.26953125,98.4375,108.16145833333333,95.77604166666667,96.54664522058823,114.25426136363636,130.69866071428572,113.54261363636364,14.277113970588232,15.81676136363636,22.537202380952394,17.76657196969697,0.6210502369668245,0.1638818189826031,127.0,127.0,1.0,127.0,126.0,-0.23753649849342837,0.13835808977780817,0.05008133318838301,0.7812554822300337,0.00017313891509929125,175.52326530612243,6.56734693877551,0.2138288447377128,0.04886636572625349,0.8035430688958051,0,no_pools
..\data\train\pools\img739.jpg,84.0384,89.9376,76.9604,83.2808,42.767924025372096,42.47986942352813,46.90428159390143,43.531013672553044,75.0,83.0,67.0,75.0,70.0,83.0,62.0,69.0,0.0,3.0,0.0,2.0,255.0,255.0,255.0,253.0,255.0,252.0,255.0,251.0,1.7625291076042016,1.9887258570973425,2.0169277280313027,1.9730365528622849,4.001221552814677,5.110967051626163,4.630785588259662,4.788473251189316,0.8919458452793866,0.8753882498099066,0.8876558600817905,0.8833499967293174,13.674665178571429,19.09375,7.51953125,13.415178571428571,25.377604166666668,29.203125,17.408854166666668,23.499441964285715,11.702938988095239,10.109375,9.889322916666668,10.084263392857144,0.3283123505976096,0.1750713057288166,74.0,68.0,1.0,68.0,67.0,-0.03234738843935535,0.010250203076786592,0.01218492547102427,0.8741661556888037,3.172359477832121e-05,520.686530612245,14.485714285714288,0.09220807874342067,0.021870087060602145,0.8636504947093475,1,pools
..\data\train\no_pools\img920.jpg,60.8096,158.1652,112.8576,110.268,20.97098347336147,23.673350184542958,23.043153478636555,21.388206469921688,61.0,157.0,112.0,110.0,61.0,155.0,104.0,111.0,0.0,90.0,50.0,52.0,141.0,255.0,213.0,202.0,141.0,165.0,163.0,150.0,0.06595925592479969,0.28865847944888046,0.27026638238130785,0.26783949756651126,0.19673195031159274,0.4008076269845029,0.33161833821623654,0.4394445194247192,0.9166014971384837,0.9136066082808202,0.9184154248879574,0.9116518590987129,15.75173611111111,110.05301339285714,64.48660714285714,66.2578125,25.74502840909091,118.1103515625,74.69140625,75.2177734375,9.9932922979798,8.057338169642861,10.204799107142861,8.9599609375,0.65964,0.40252584004094283,98.0,100.0,2.0,100.0,98.0,-0.43912762004617906,0.2794488963143396,0.04057290069333333,1.2033817270537406,0.00011403044446367527,100.80530612244898,7.8591836734693885,0.12572076678683566,0.02523360247522242,0.886972345726892,0,no_pools
..\data\train\no_pools\img990.jpg,31.6404,44.1432,33.76,36.1956,17.59604182309192,23.08057828045043,20.653309662134056,20.164675564957648,33.0,44.0,34.0,37.0,0.0,71.0,0.0,54.0,0.0,0.0,0.0,0.0,104.0,111.0,104.0,106.0,104.0,111.0,104.0,106.0,0.06618824786190718,-0.0038522346268262918,0.1095783736098993,0.01912807725594726,-0.6827144789557589,-1.1233833111320446,-0.980967192644818,-1.029870872410091,0.9442037697196635,0.9690409238589752,0.9546069269887926,0.955499961267873,0.0,5.253226902173913,0.0,2.501657196969697,4.840401785714286,9.776227678571429,3.4002403846153846,6.294965277777778,4.840401785714286,4.523000776397516,3.4002403846153846,3.7933080808080812,0.8199811320754717,0.8030755632679949,89.0,130.0,1.0,130.0,129.0,-1.1694008225119898,0.9185454497234036,0.08414738409398362,1.48856930916503,0.0002396436322793516,157.79959183673466,9.28204081632653,0.13543869021624028,0.025389920506117294,0.8060519060291633,1,no_pools
..\data\train\pools\img607.jpg,112.7832,122.2904,114.442,116.168,44.19689805585907,54.353109090833065,60.452998569136334,51.84530620991644,111.0,109.0,98.0,106.0,115.0,98.0,79.0,90.0,0.0,2.0,0.0,1.0,235.0,255.0,255.0,245.0,235.0,253.0,255.0,244.0,0.0764029506209806,0.6836928866279726,0.7446754235587365,0.47241063522060295,-0.41994052667784354,-0.21521102616125676,-0.3325173975827158,-0.5261676150439358,0.9522958604992402,0.9422406659698508,0.9508920729737778,0.94847239989554,16.630859375,21.0703125,9.993489583333334,14.453125,34.1796875,38.548177083333336,29.6484375,34.2109375,17.548828125,17.477864583333336,19.654947916666664,19.7578125,0.49320163934426225,0.21887834620249402,110.0,93.0,2.0,93.0,91.0,-0.12065931261569524,0.058682032549620976,0.0072658482773448,0.9714369452834746,1.1585525542923136e-05,781.0391836734694,19.102857142857143,0.0753939574783612,0.01771400357153284,0.8541845355125023,1,pools
..\data\train\no_pools\img1345.jpg,66.9196,89.374,84.0748,79.6468,5.473457393640696,5.4075987277163975,5.984680856988115,5.486241861237982,67.0,89.0,84.0,80.0,68.0,88.0,85.0,79.0,44.0,70.0,59.0,57.0,85.0,109.0,103.0,97.0,41.0,39.0,44.0,40.0,-0.18003059951530245,-0.1388529831218476,-0.13324960427950827,-0.1455608288580827,0.2360039941308565,0.24841895155552907,0.09989965855421978,0.20784991870683633,0.8541714326499144,0.8454166593186474,0.8669872337282655,0.8546199230855935,58.74693509615385,80.92847222222223,74.82278963414635,70.89322916666667,61.87206274224806,84.82563634072581,77.89641702586206,74.87270642201835,3.1251276460942137,3.897164118503582,3.0736273917157177,3.979477255351682,3.61334,7.7206124565762275,147.0,140.0,1.0,140.0,139.0,-226.19283958299883,745.1009150024723,2.1610496,1.445529202221378,0.007755974648562036,12.940408163265305,2.7526530612244895,0.30919306757643017,0.07053375370932839,0.7850395011378172,0,no_pools
..\data\train\no_pools\img1020.jpg,44.1836,65.8544,52.0612,53.746,15.518411356836756,22.524733086986846,18.66877217601629,18.769354916991688,49.0,76.0,59.0,61.0,52.0,80.0,62.0,65.0,0.0,5.0,0.0,1.0,86.0,109.0,94.0,96.0,86.0,104.0,94.0,95.0,-0.9227526116103931,-1.0767843519535818,-1.0120555119438632,-1.0189815337632528,0.04665592516505557,-0.2904820680247071,-0.16867477302758083,-0.20498711976608774,0.8740847841551194,0.8631152941835519,0.872722446916147,0.8637561733832685,9.572395833333333,16.616477272727273,10.3578125,12.58922697368421,16.61624053030303,22.64351851851852,17.75679347826087,18.643973214285715,7.043844696969698,6.027041245791246,7.398980978260871,6.054746240601505,1.490741052631579,1.5728285801419353,161.0,172.0,1.0,172.0,171.0,-7.661752599286184,10.879426345328703,0.2040267478160665,1.416293901566036,0.0006857056446908372,62.22204081632653,5.431836734693878,0.19938188348002178,0.04416847077851032,0.9123149201730816,0,no_pools
..\data\train\no_pools\img615.jpg,64.688,76.2304,57.8476,65.8608,11.093108491311172,11.04328374352484,12.136901344247633,11.170381522580149,64.0,76.0,57.0,66.0,65.0,76.0,57.0,65.0,0.0,7.0,3.0,4.0,227.0,247.0,249.0,239.0,227.0,240.0,246.0,235.0,6.889130783934257,6.707586664394435,8.988520301012603,8.069207033931269,91.17105517523653,100.79126700917298,117.80827363152518,111.38005052330044,0.6421477256312113,0.6394829376705379,0.6680601716307473,0.6328931339391115,43.978515625,47.833333333333336,38.08203125,43.580078125,53.17661830357143,63.8014705882353,46.28799715909091,54.89092548076923,9.19810267857143,15.968137254901961,8.205965909090907,11.310847355769234,0.28456000000000004,0.05513824818754665,67.0,66.0,1.0,66.0,65.0,-0.008988691396998373,0.002029865084317015,0.10259468849832505,0.5325937880708963,0.00038250639375958517,79.28816326530614,3.16734693877551,0.4131907979515402,0.11424853622689224,0.6846165944089189,1,no_pools
..\data\train\no_pools\img481.jpg,39.8672,55.4888,45.3844,46.5976,13.236644747064869,15.298453338818273,13.358077580250836,13.746842337060535,42.0,58.0,47.0,49.0,45.0,63.0,50.0,52.0,0.0,0.0,1.0,1.0,92.0,97.0,95.0,94.0,92.0,97.0,94.0,93.0,-0.5648571697705069,-0.7960600419437375,-0.5734566505714248,-0.6850609471297807,0.38533689224875634,0.591086714200856,0.3334228693666712,0.43119805159277336,0.9067973721282082,0.8978277695564716,0.8986405949597603,0.9017688010674116,8.96701388888889,17.482700892857142,14.722301136363637,13.6015625,19.446614583333332,30.6890625,23.737771739130434,25.413194444444443,10.479600694444443,13.206361607142856,9.015470602766797,11.811631944444443,1.3442838709677418,1.4410871490853483,132.0,140.0,1.0,140.0,139.0,-5.80105996338097,7.444891143707576,0.17296351441322697,1.464511912985487,0.0005597049801498999,127.38448979591837,8.528163265306123,0.1243319954119796,0.030758832703054212,0.6622630201615637,0,no_pools
..\data\train\pools\img1069.jpg,145.882,134.2824,124.7144,134.6376,67.3807396516245,61.45239011006813,61.23819096478928,61.74635751394571,162.0,145.0,125.0,147.0,177.0,156.0,126.0,163.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,-0.3809701225428373,-0.16858392019154583,0.19222768240251706,-0.20365313665385648,-0.9754717591922124,-0.5107378958156366,-0.3928793178319543,-0.6269615695005384,0.978703019544508,0.959912668678321,0.9604900037907206,0.9645917037399069,6.1328125,2.41015625,1.1328125,3.4291294642857144,17.4609375,12.848772321428571,13.2421875,15.76171875,11.328125,10.438616071428571,12.109375,12.332589285714285,0.5279905882352941,0.24167801613925732,147.0,163.0,217.0,163.0,-54.0,-0.14304560053485368,0.07471946945833305,0.005727861517877739,0.9669823295311153,6.995709614154855e-06,1492.0702040816327,25.04081632653061,0.06035332071834676,0.017001359673190636,0.8058364961848427,1,pools
..\data\train\no_pools\img175.jpg,70.0784,84.9408,83.7108,79.2488,44.60194001879291,44.747287016756665,48.08931651999225,40.93058145885543,66.0,80.0,79.0,72.5,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,253.0,255.0,255.0,252.0,253.0,255.0,255.0,252.0,0.6829736142823105,0.5920483168777021,0.5164417886329061,0.8211625658766531,0.6185589004802896,0.621112995919475,0.14752464904144835,0.9811223890363534,0.930618342703685,0.9440295285523369,0.9475720067713396,0.9356295790898743,0.0,0.0,0.0,7.559375,0.0,8.0419921875,2.705078125,16.9296875,0.0,8.0419921875,2.705078125,9.3703125,0.3174984126984127,0.16382325203480252,74.0,66.0,63.0,66.0,3.0,-0.03015233566100147,0.009337997615714983,0.008042979491055681,0.9136452330021063,1.5670603508710634e-05,770.2420408163264,20.78489795918367,0.04921888436295422,0.017460611947924434,0.7703360270461945,1,no_pools
..\data\train\no_pools\img841.jpg,93.828,117.2368,118.6544,109.5536,29.869275451540503,31.909132325401767,36.175634903067014,32.37874498864957,100.0,117.0,119.0,112.0,103.0,115.0,114.0,110.0,14.0,39.0,34.0,30.0,173.0,203.0,213.0,196.0,159.0,164.0,179.0,166.0,-0.20406520086254779,-0.014959565410202536,-0.0337560713115432,-0.0787994215126839,-0.764559109743602,-0.8232639028431645,-0.9066188823836812,-0.8179997038764486,0.9374963496544534,0.9518728802745463,0.952567426478203,0.947953674596523,33.6578125,56.298611111111114,48.858816964285715,45.375,43.62416294642857,66.10697115384616,61.28177083333333,57.70703125,9.96635044642857,9.808360042735046,12.422953869047618,12.33203125,0.736122891566265,0.4024713754651406,126.0,123.0,2.0,123.0,121.0,-0.5802878538873442,0.41898302353907774,0.021928161045144435,1.2142043816637964,4.936470482586053e-05,233.27387755102043,10.984897959183673,0.12447365467149508,0.02146837896287532,0.8886949167360615,0,no_pools
..\data\train\pools\img1380.jpg,128.9236,140.6532,135.49,134.6764,51.97965143245961,58.04037327378245,69.79650635955929,55.86421111087133,120.0,153.0,135.5,149.0,114.0,194.0,80.0,97.0,3.0,0.0,0.0,1.0,250.0,251.0,255.0,249.0,247.0,251.0,255.0,248.0,0.0033334114629692347,-0.19862590612928152,0.0720361706023439,-0.2579552843909885,-0.9663785978941339,-1.3728985473509836,-1.3575974630565366,-1.2827959367126212,0.9536405612876692,0.9334650299364619,0.9615757400300438,0.9403839170457637,26.134765625,24.755859375,14.21875,20.958333333333332,36.7265625,43.56884765625,29.267578125,38.00892857142857,10.591796875,18.81298828125,15.048828125,17.050595238095237,0.5545645161290322,0.22953139072285245,152.0,99.0,1.0,99.0,98.0,-0.16873587614763655,0.09227062354532264,0.008076067429760667,0.9382789467646223,1.5287799578267425e-05,574.258775510204,13.750204081632655,0.13610409542030796,0.021680732093419315,0.9082300325043844,1,pools
..\data\train\pools\img216.jpg,94.76,96.294,84.6148,91.5564,39.025694100169446,37.54501783193078,44.79497316619355,38.400515869451546,83.0,85.0,70.0,79.0,70.0,77.0,62.0,70.0,0.0,2.0,0.0,1.0,211.0,225.0,254.0,221.0,211.0,223.0,254.0,220.0,0.25405686998804683,0.6758894776288916,1.3708162913351438,0.5869613184230105,-0.5288023434289788,0.6389622834689739,2.0027993692577457,0.07398407378479588,0.9282970477992846,0.9040273699324429,0.8980705360704051,0.9104290827089205,7.2802734375,15.559895833333334,6.498046875,10.90234375,26.923177083333332,31.703125,22.33420138888889,27.0546875,19.642903645833332,16.143229166666664,15.83615451388889,16.15234375,0.47668727272727274,0.20172773223568607,90.0,80.0,1.0,80.0,79.0,-0.11604385704334805,0.053864027727563706,0.015332607576859503,0.9823444609028152,3.9230302245285564e-05,512.0600000000001,14.345714285714287,0.11667250008652136,0.0244165571533674,0.827217839635292,1,pools
..\data\train\pools\img792.jpg,134.4188,130.9024,116.5616,126.9572,60.44129223105675,57.96225042422007,56.67667426234536,57.47987620167601,135.0,126.0,109.0,124.0,97.0,97.0,118.0,88.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,-0.02687895397955392,0.09450298928557072,0.3326569257501417,0.10906974421407521,-0.7880853271884813,-0.5394327780494601,-0.5260073499142122,-0.5772830486931517,0.9688547358837721,0.9651723089841945,0.9553368771030046,0.9624226795623001,6.79296875,6.9970703125,2.41015625,6.025390625,21.955915178571427,21.796875,17.19140625,20.56640625,15.162946428571427,14.7998046875,14.78125,14.541015625,0.4978713725490196,0.22497903102396927,124.0,88.0,247.0,88.0,-159.0,-0.11970587291924689,0.058923141537200324,0.005715283443598616,0.96480633632153,6.946577196464965e-06,1349.3567346938778,23.22367346938775,0.08708359329939841,0.017624431189701313,0.7955717461781423,1,pools
..\data\train\no_pools\img1169.jpg,31.4604,44.5448,42.2532,39.062,22.2654268281567,26.8908310202567,28.98197180593481,25.608072086746397,30.0,44.0,39.5,38.0,0.0,14.0,21.0,21.0,0.0,0.0,0.0,0.0,169.0,176.0,202.0,182.0,169.0,176.0,202.0,182.0,1.164011825596659,0.6710375262088383,1.7817188541968325,1.198550491412091,2.6072869219907195,0.8088911314719534,5.162159611820421,2.6764025283041555,0.8968245469002447,0.921524451592108,0.8843443332703382,0.9015428274545042,0.0,1.1125,1.8244791666666667,1.1796875,1.4217447916666666,4.880952380952381,5.691611842105263,5.0069196428571425,1.4217447916666666,3.7684523809523816,3.8671326754385964,3.8272321428571425,0.29913186813186815,0.19587723733144943,53.0,29.0,3.0,29.0,26.0,-0.031043133832317656,0.008717944450883034,0.026436625682888543,1.0451702774597478,7.30731383709049e-05,255.4522448979592,11.479183673469388,0.10207533689219615,0.022955328474512433,0.8022846272922213,0,no_pools
..\data\train\pools\img868.jpg,123.9692,131.3172,116.0404,123.4548,59.81991183009216,65.98450563700543,71.92314486895022,65.04839396141922,100.0,98.0,78.0,91.0,94.0,93.0,69.0,85.0,0.0,0.0,0.0,1.0,255.0,255.0,255.0,254.0,255.0,255.0,255.0,253.0,0.8439244373504681,0.7171530463871217,0.7552682915079293,0.7497522664553775,-0.2620220394008568,-0.892441976215006,-0.9810385248930995,-0.7717236037553956,0.8958890303348838,0.8691186217779192,0.882806905036551,0.8802627752219429,14.9658203125,20.9423828125,5.029296875,12.95703125,34.296875,36.6796875,23.056640625,31.61484375,19.3310546875,15.7373046875,18.02734375,18.6578125,0.48768379446640314,0.25843617784402306,91.0,84.0,6.0,84.0,78.0,-0.10823486882692547,0.0514369974347888,0.013418247458951085,0.882800995680635,3.679087247498991e-05,1133.7902040816327,18.83183673469388,0.11827748227869216,0.026822569397267303,0.8672900121979105,1,pools
..\data\train\pools\img939.jpg,86.4616,106.3856,89.4232,93.7676,52.55036941297368,62.223372719903246,67.8276588255853,60.0235019824735,69.0,87.0,61.0,72.0,63.0,86.0,57.0,73.0,0.0,0.0,0.0,0.0,254.0,255.0,255.0,254.0,254.0,255.0,255.0,254.0,1.0623658969710261,1.003250326154479,1.2493471771700546,1.0638141436113777,0.4405292663423199,0.08921344514167506,0.33303558868566085,0.05491932235102226,0.9086762881790371,0.9079705696679969,0.8997671924130692,0.9006046962627309,3.0416666666666665,9.263392857142858,0.5224609375,4.828125,11.422991071428571,16.962890625,9.148995535714286,11.838541666666666,8.381324404761905,7.699497767857142,8.626534598214286,7.010416666666666,0.37006299212598426,0.23689946124427672,72.0,73.0,127.0,73.0,-54.0,-0.04674023116610725,0.016815315440339214,0.011120925696571393,0.904340937324714,2.794030431974015e-05,948.9551020408161,19.297959183673466,0.10579983066542892,0.023759519892161938,0.8698290524721725,1,pools
..\data\train\pools\img1470.jpg,70.0696,78.0464,67.57,71.5596,37.27272401958301,35.311961812394394,34.85748556623096,35.02448354851217,64.0,75.5,63.0,67.0,66.0,81.0,55.0,65.0,0.0,0.0,0.0,0.0,254.0,249.0,237.0,246.0,254.0,249.0,237.0,246.0,2.1538168077941315,1.8172202776313726,1.9931676200896136,2.13352072641424,6.725827196930444,6.470831310153425,6.406919470649372,7.2616094359077135,0.8652922917065966,0.8642395790112983,0.8747361629785513,0.8505459899537002,5.505859375,5.625651041666667,4.630859375,6.088541666666667,16.920454545454547,17.615625,16.917613636363637,17.6859375,11.414595170454547,11.989973958333334,12.286754261363637,11.597395833333334,0.30066341463414636,0.1457139225834648,69.0,67.0,25.0,67.0,42.0,-0.02400032841761454,0.006850705830376482,0.017084670764756428,0.845265418923437,5.0209918522781116e-05,432.47142857142865,12.574285714285713,0.12908689960558994,0.027568399658397195,0.8193898775303046,1,pools
..\data\train\no_pools\img281.jpg,98.344,97.892,87.5552,94.2604,52.66634659818355,51.60310393765088,52.73893962680706,52.17480418592867,94.0,94.0,82.0,89.5,86.0,86.0,0.0,85.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,254.0,255.0,255.0,255.0,254.0,0.7332050311437133,0.7010117053889255,0.8571561912912521,0.7715598976272028,0.7088496689042962,0.7398628068885094,0.90983281240984,0.8072664606255886,0.9373930015329656,0.9373299399100877,0.9369816897623959,0.9383818437191644,1.5185546875,2.1484375,0.0,0.8643973214285714,9.29296875,10.24658203125,1.4754971590909092,7.120659722222222,7.7744140625,8.09814453125,1.4754971590909092,6.256262400793651,0.3718771653543307,0.20583929611694002,90.0,85.0,127.0,85.0,-42.0,-0.04887610625575252,0.01782901304431885,0.007323909063178126,0.9382410310236251,1.3108816934725986e-05,757.3269387755101,17.567755102040817,0.08982963660617066,0.01912278657162854,0.8627926179295848,1,no_pools
..\data\train\no_pools\img648.jpg,32.6788,47.0616,39.1384,39.2636,16.18618023376732,18.2032141513525,17.537002179392008,17.15542232182,35.0,51.0,42.0,42.0,0.0,54.0,46.0,52.0,0.0,2.0,0.0,0.0,76.0,96.0,87.0,86.0,76.0,94.0,87.0,86.0,-0.2516480420721154,-0.4748394841195911,-0.4190257072472502,-0.40064724718972045,-0.604833081042587,-0.5847556675902528,-0.5968560178044777,-0.6077752757196198,0.9485244614642752,0.9453053415961228,0.9485264970060714,0.94886388633769,0.0,9.413352272727273,2.5940896739130435,4.434659090909091,7.600260416666667,16.48814655172414,10.687950721153847,11.499710648148149,7.600260416666667,7.074794278996865,8.093861047240804,7.065051557239058,1.3525441860465117,1.5873941474688935,125.0,154.0,1.0,154.0,153.0,-6.558780889433715,8.539095738901885,0.15370797135749054,1.652807243608544,0.0004649972194517016,221.55061224489793,11.691836734693878,0.08156811692131803,0.024852752536115748,0.6242006516341223,0,no_pools
..\data\train\pools\img1013.jpg,98.0096,92.4016,79.6128,89.656,54.691541465202825,44.6304684877943,43.119217017009944,45.56815624973212,88.0,91.0,76.0,85.0,79.0,90.0,0.0,82.0,0.0,0.0,0.0,0.0,255.0,252.0,241.0,249.0,255.0,252.0,241.0,249.0,0.4073368339218737,0.18135874190722906,0.5472313715852172,0.2289419766480454,-0.40722952753863284,0.30474317413329066,0.6166402440456213,0.07502296840673983,0.9468204125673997,0.9364487949765815,0.9327959713584594,0.9413047840271999,0.0,1.0198863636363635,0.0,0.8485243055555555,4.680989583333333,7.4296875,2.74609375,5.484375,4.680989583333333,6.409801136363637,2.74609375,4.635850694444445,0.36834859437751,0.18574172581383588,87.0,84.0,36.0,84.0,48.0,-0.04817623909494894,0.017373906250294186,0.00810502350349188,0.93458390359901,1.553123472097795e-05,721.12,16.94693877551021,0.09329110860449683,0.019676687009296246,0.8264727914597536,1,pools
..\data\train\no_pools\img1366.jpg,55.8452,65.3492,47.78,55.9608,42.103572733914156,40.57492895076959,43.56810301126272,41.99613390968268,47.0,59.0,37.0,48.0,46.0,60.0,37.0,48.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,3.041181884481722,2.855031192729548,3.130523960516387,3.039980187949307,9.452137370197407,9.014351150628835,9.561184586053828,9.445809138041966,0.6905846425974222,0.713985750177408,0.6943743973007208,0.6882332643635365,0.0,3.7137276785714284,0.0,0.9361979166666666,6.4453125,11.1181640625,3.0859375,7.00927734375,6.4453125,7.404436383928571,3.0859375,6.073079427083333,0.21945411764705886,0.16437098907867187,48.0,48.0,69.0,48.0,-21.0,-0.0053689889837685995,0.0010286521993026296,0.05421762792279893,0.6613198553467674,0.0001963703396894445,484.02000000000004,9.337551020408164,0.2961859947679002,0.08229526993431041,0.8608236500239891,0,no_pools
..\data\train\pools\img169.jpg,86.474,91.4072,85.9044,87.5912,33.28973000791686,32.99929375244264,42.67328040636201,34.79518476111314,81.0,87.0,75.0,79.0,76.0,74.0,63.0,75.0,10.0,11.0,0.0,7.0,236.0,231.0,255.0,230.0,226.0,220.0,255.0,223.0,0.9192563336168641,0.889201108657619,1.3431073992746156,1.0031119623771991,1.8831648027435293,1.6071212187891026,2.255339146344527,1.4281608348493409,0.9085067663652371,0.9089771067436576,0.9101401500926485,0.9047189023605613,22.05859375,27.9921875,19.0234375,24.668619791666668,34.123697916666664,38.744791666666664,29.094460227272727,35.755642361111114,12.065104166666664,10.752604166666664,10.071022727272727,11.087022569444446,0.4126493273542601,0.1766363829267022,82.0,78.0,1.0,78.0,77.0,-0.0736547742501107,0.0295101666794441,0.01432611767620503,0.964728392841617,3.585112109405486e-05,169.65346938775508,8.56530612244898,0.16517491316418773,0.026257622205086588,0.9296942742592078,0,pools
..\data\train\pools\img627.jpg,143.5636,148.2392,142.0572,144.294,78.38729715355672,81.98987976183402,85.88534408244517,81.47282469633663,136.0,145.0,142.0,142.0,255.0,255.0,255.0,251.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0.023335950010026234,-0.047303741959931575,-0.025491002479113976,-0.03154075542491168,-1.2782607716140153,-1.458327818471493,-1.594894902699424,-1.4571332930778285,0.9549157130865161,0.9361226810150874,0.9396216276736562,0.9477069309931032,3.7738715277777777,3.60546875,0.15625,2.7176339285714284,12.998046875,12.5244140625,7.685546875,10.283203125,9.224175347222221,8.9189453125,7.529296875,7.565569196428571,0.5658588235294117,0.3188843277177057,142.0,251.0,127.0,251.0,124.0,-0.1749841703210292,0.09777506006299824,0.00737462170426759,0.9507148403997863,1.3428235212553652e-05,949.1106122448979,18.45755102040816,0.1110377980297135,0.023726190415238563,0.928183284234481,1,pools
..\data\train\no_pools\img1015.jpg,63.8024,134.7012,126.8572,108.1164,30.416550663084724,33.4363143686621,44.06815639620065,35.706028217095216,61.0,131.5,121.0,104.0,35.0,104.0,90.0,73.0,0.0,65.0,39.0,36.0,166.0,243.0,255.0,221.0,166.0,178.0,216.0,185.0,0.3880830125987316,0.38477845003876177,0.3958212287033327,0.39386404117189705,-0.49751029996589136,-0.5964532527681983,-0.6550591376896269,-0.6054295546066575,0.9459052085236362,0.9527698669963304,0.9610233133181622,0.95571852208638,11.31875,74.96267361111111,49.46875,46.48828125,19.049479166666668,86.19921875,59.234375,55.09288194444444,7.730729166666668,11.236545138888886,9.765625,8.604600694444443,0.5367178378378379,0.2867181187566586,94.0,51.0,3.0,51.0,48.0,-0.20039230363517288,0.10525095016416995,0.01609031829598247,1.140991332745111,3.3633267012334045e-05,97.38122448979593,7.70938775510204,0.12457810006459898,0.021738286567110174,0.9619820966563284,0,no_pools
..\data\train\pools\img388.jpg,101.19,106.1776,94.2268,100.1764,47.10693685647582,52.48629209841366,57.792589159510754,51.24774807774484,95.0,90.0,74.0,87.0,100.0,82.0,72.0,86.0,0.0,6.0,0.0,2.0,243.0,255.0,255.0,246.0,243.0,249.0,255.0,244.0,0.6156957246100386,0.9062205361904981,0.9609504802754463,0.7667454685715784,-0.08281948632070302,-0.2500118655063188,-0.172989461526456,-0.4442718002018897,0.9395793797187688,0.9151170717835864,0.9273102089563281,0.9236180238388708,14.5556640625,22.390625,9.993489583333334,15.734375,28.00390625,33.7470703125,20.7421875,28.125,13.4482421875,11.3564453125,10.748697916666666,12.390625,0.420183606557377,0.21612945856802065,89.0,88.0,2.0,88.0,86.0,-0.0730183456070127,0.03004277710336612,0.00934235846277882,0.9342668208542683,1.9696639715460762e-05,777.761224489796,16.871428571428574,0.10278582856594823,0.020516041407121946,0.8538143659594569,1,pools
..\data\train\no_pools\img1167.jpg,46.802,62.4328,56.066,54.7608,21.999918090756612,26.22534430965588,25.860348876223615,24.347820916049137,46.0,66.0,55.0,55.0,43.0,72.0,57.0,53.0,0.0,0.0,0.0,1.0,133.0,144.0,146.0,138.0,133.0,144.0,146.0,137.0,0.46866132234603963,-0.17565366209731462,0.4155209757589439,0.22749274958065224,0.5674131941128504,-0.3975736367627407,0.19488684646127963,0.06300842311090538,0.9223157153600504,0.9341041293320904,0.9346609126674441,0.9318611238488353,5.385323660714286,9.340277777777779,8.2578125,9.0732421875,11.807444852941176,17.65277777777778,15.489346590909092,15.519368489583334,6.42212119222689,8.3125,7.231534090909092,6.446126302083334,0.729629197080292,0.5234035187469295,100.0,97.0,2.0,97.0,95.0,-0.6582674209086103,0.4651373809154528,0.0440101353167457,1.3202231931273167,0.00011862117482996926,168.53387755102042,9.208979591836735,0.13445817261994913,0.024902977078827104,0.8575645523230461,0,no_pools
